gameId,day,week,month,age,Addiction coefficient,social_activities,award_4_login,award_4_level
49,0.15791451048553906,163.46499121786394,241.98176703451858,86,0.6037124534888673,1,1,1
70,12.434624906382858,136.8047003239364,476.3692414035954,68,0.6792946329734809,1,0,1
69,9.057539106988662,39.66275638369481,90.33274724194538,34,0.40092192984079295,1,1,1
36,10.327431990180074,126.52517571801269,111.73577928639776,21,0.3751803821941233,1,1,0
79,17.919977757552985,117.52541172297619,24.981342295632743,8,0.19987193558876512,0,1,0
38,20.070624302407953,140.6499275216754,95.34863766888452,19,0.27262324625546375,0,0,1
79,21.250151042451293,68.66008722751207,231.71431071607537,38,0.4369933513670888,0,1,1
69,8.24811082213883,125.04164277595565,240.12655681368193,41,0.3784760768612802,0,0,1
3,5.2335249157193635,23.794781250091564,259.31525197560256,64,0.3276285467541594,0,0,1
90,19.164073843142255,109.38533258013709,79.72098410063302,56,0.1393662074643387,0,0,0
43,5.617745241592113,104.51805863326587,65.60150270111109,55,0.4224832973221945,1,1,1
29,12.545783105323508,52.55852084413174,426.1188784341263,73,0.5834641482906744,0,1,1
64,0.5050542376962985,138.87298622908108,554.2565651697213,56,0.7421545338691431,1,1,0
63,2.329253648172613,106.28944776674489,631.7269073151397,59,0.5843307976963676,0,0,0
13,18.231234111989895,16.813426910404246,2.853354662024934,9,0.31625377107649255,1,1,1
50,5.459790810005226,60.34066631847168,269.543098331285,52,0.45981763580498647,0,1,1
18,9.371921830021405,165.89068379116952,138.910923989325,39,0.4228218095574784,1,1,0
30,10.944463578463925,116.97788303088076,560.8017607713268,36,0.7349174487176524,1,0,1
1,6.427469924853475,90.398184892086,301.3425000795131,3,0.40547320691888594,0,0,1
15,9.393117200386394,102.66289304327745,184.73604894999838,53,0.31894959354898544,0,0,1
14,20.19607732295082,42.59391974079858,539.1660288931955,62,0.6703168832696662,0,1,1
73,25.0,169.0,721.0,35,0.9016294227188084,1,0,1
80,16.968998644306183,48.79584217632376,94.6528614251438,72,0.41168335012400464,1,1,1
37,6.508909296745246,15.07763799846018,89.20181812162849,57,0.38356144933172953,1,1,1
77,3.5734947570324334,147.17401508372086,164.5479154977949,32,0.33056480279483785,0,1,0
93,14.78909509058413,126.58958711054848,340.5637297849468,9,0.4623780876909354,0,1,0
15,17.89099296946023,122.90006126997616,327.76087815446954,26,0.6500481704318434,1,1,1
21,12.258936247503536,60.373817755434224,122.58001150538817,31,0.341214614841091,1,0,1
71,22.102176276779858,151.6149158134468,334.5669802330377,31,0.47499481342807925,0,1,0
48,21.308376097287717,105.92005627880101,285.5604897071619,24,0.40515682840405276,0,0,1
17,16.041253133686915,14.891777285868981,434.79055435147126,26,0.566548601914377,1,1,0
66,21.318418603405423,76.63558192663037,50.87439052098454,16,0.19487031872448668,0,1,0
42,21.332142007146736,87.67429525205118,663.5738545535695,84,0.9012404602067596,1,1,1
83,14.007698429569128,63.51967885738641,274.0335454764758,65,0.5669408516920497,1,1,1
95,14.371099236004985,97.14507536063736,472.4569601977985,41,0.5505738689867976,0,1,0
41,16.709438666336215,59.276328310418535,414.83509666503494,46,0.47932801784525825,0,1,0
58,23.208507883583028,46.95118576600308,129.4073386423707,70,0.23981260728855078,0,0,1
23,21.708044449054334,106.08327149809674,551.5672399340557,33,0.5220470509958575,0,0,0
59,14.409976636483595,96.95011711281481,198.29390280481326,52,0.32708937881244565,0,1,0
29,11.148641102967787,4.684526431244395,570.8487384368045,45,0.6699467661332349,1,1,0
100,7.836307649262495,156.51444032324113,611.386691456451,25,0.9013918222432814,1,1,1
81,22.11460904994155,114.38572319100729,437.7167532523089,37,0.4347692941463828,0,0,0
94,5.840323024591216,107.9547688103351,77.97179083653819,23,0.23483772037105116,1,0,0
84,19.398049429276597,100.74259501081413,527.5104689902912,9,0.598590442759961,0,0,1
14,5.146459144461785,21.272223954610148,665.1585064468952,10,0.7566153447481762,1,1,0
14,16.161255272857105,103.48018719935722,30.068014703813624,47,0.29457529197219456,1,0,1
87,7.16222118632983,113.86346260016897,56.67321256983395,79,0.22155202376753325,0,0,1
60,3.565320383398012,40.33578195833767,379.9387830499528,86,0.43641099963374275,0,1,0
6,17.958328883824137,134.99391725924994,235.12376851607618,20,0.5824690382567139,1,1,1
85,19.280441591456658,120.45717261039391,123.98502052560411,8,0.28266386505184754,0,1,0
10,23.9939405058451,151.34391918013227,286.1102007026036,11,0.5356481458374243,1,1,0
96,3.9572504808813243,112.44559099080766,171.72075476759878,8,0.3138362131744586,1,0,0
48,4.214063405933786,46.516643781290355,626.4027875461284,90,0.5413422261134115,0,0,0
88,4.447895043175745,46.56088656531209,127.12879950580883,19,0.2346449737391591,0,0,1
67,22.561604705012755,125.52876817399313,486.495237823275,52,0.4818452063692161,0,0,0
9,12.427540323523987,126.31537725349773,300.4186400964884,35,0.42910790849021635,0,0,1
95,15.996860842650303,128.92591348212267,24.104594440315648,69,0.4062747767413649,1,1,1
60,20.50480091011674,99.7208697625856,181.41507483484799,20,0.21613700137204125,0,0,0
9,13.460842387314372,91.61580194303505,388.18188326038467,87,0.3781618776822543,0,0,0
64,9.059391699815361,45.16427697032955,46.42099621572498,82,0.16873255038683216,0,0,1
16,18.154341041702065,115.05861644211303,120.97150645961715,81,0.17650661950087707,0,0,0
16,5.5516016977764036,162.6081029226419,142.19504762745788,68,0.22273544601209108,0,0,0
80,22.936170177875706,147.35246672621017,292.23392778163714,56,0.6378633550264505,1,1,1
23,6.953942835026415,53.2695799658301,324.5728187834252,62,0.5002857191878098,1,0,1
8,7.431311605071565,118.99819008153885,232.97855739972925,7,0.46858049377348954,1,1,0
46,16.03720576959772,86.34474458142786,449.8216618042157,59,0.5253647917089086,0,1,0
68,22.374689283963487,149.84845650551827,356.15655721121203,54,0.6914771673541591,1,1,1
14,6.986639258457985,88.08027655916787,231.1515984567668,40,0.44686825336249403,1,1,0
72,5.91933160838805,28.150146191787577,305.577754044327,38,0.46826957183845935,1,0,1
23,1.1983699252850295,106.30183309801028,329.29072195334186,39,0.43775640560028506,0,0,1
24,13.528900617484194,109.3741556421763,512.743777778317,72,0.7912293036439577,1,1,1
48,26.0,170.0,722.0,3,0.8032588454376164,0,1,0
9,1.2581234074005492,59.100513032819634,426.3642765127753,61,0.586088708256934,0,1,1
59,18.716961839760266,107.22650419509267,241.70365512645284,74,0.369855418523435,0,0,1
81,16.05030080454001,107.00033273203616,12.811084705777587,8,0.08279211794299367,0,0,0
79,12.545373978143385,19.48199028768486,182.54339920575913,66,0.26346211168770367,1,0,0
4,4.2204849671901465,29.57022470377552,55.880111121488866,12,0.06548681507747103,0,0,0
46,12.212934419850736,20.616926049584585,142.8067656696373,16,0.33177377255038704,1,1,0
40,18.071703235185183,2.991924673984011,492.60810989026595,24,0.5062281112587792,1,0,0
16,8.735116066564627,12.249345088843603,286.5860045156075,53,0.34289193745344126,1,0,0
92,20.92314692850988,46.88781801855956,157.42478201112598,50,0.4622250536175197,1,1,1
75,17.804623567544564,162.73063446929075,475.51194870034516,4,0.5963689090927615,1,0,0
5,2.342518472861351,46.48729517235885,403.6916278827991,39,0.5595728321702524,0,1,1
29,16.004067413184824,122.30013995644971,216.5164946027536,34,0.35871763737824164,0,0,1
47,15.253191045204634,91.67101130767571,385.61328740161986,7,0.37639724657793405,0,0,0
77,23.787152757956562,31.3573240850167,662.8593534581616,13,0.7643527121676401,1,1,0
63,19.776180516641855,163.8415992312645,131.52098990743025,39,0.5171609098894775,1,1,1
36,20.50209268804322,146.6279097325979,143.40067809711098,70,0.41573835788472835,1,0,1
82,13.672807966103235,165.74940233516585,419.97988937806485,84,0.5524206017080922,0,0,1
34,0.5545012326863885,131.67569313498694,195.55164614487356,32,0.44523064551859903,1,0,1
18,3.2665902426124234,97.08498927523839,236.49399208770566,27,0.3564836022922407,0,0,1
8,21.112041329636867,63.03923946080006,15.269377187169368,70,0.1569672066052325,1,0,0
7,17.19630374306047,3.0492997321255926,234.36063962908372,52,0.2957257194068638,0,0,1
82,2.1980549191778644,44.62571082706815,557.3490032760379,13,0.6835223790096248,0,1,1
16,21.750450947643515,97.32851790655869,143.91977948723732,6,0.384232866388977,0,1,1
26,5.628531686523327,95.9961552453195,102.27717489680481,72,0.4468108284465265,1,1,1
73,2.3891965981758743,166.83862643640882,162.5508592954124,49,0.24156159198664132,0,0,0
63,21.72678648185697,89.19564051250559,595.214801664648,13,0.6466034333795585,0,1,0
58,8.708153141550556,25.2337256671656,138.0459081511089,7,0.2303330580996346,0,1,0
41,21.033462521432764,1.5660852567848194,615.121037219084,76,0.6055940625583786,0,0,1
83,23.687659469036326,37.50482935964668,268.37673249575903,46,0.3469537820229266,0,1,0
23,13.58234791538246,59.0583129277234,175.62520375092976,73,0.18378936984791605,0,0,0
41,22.27578000964791,131.59070588277137,312.28222308004507,12,0.5438162949857241,0,1,1
100,11.766151918875895,156.023784798469,223.9366002793228,62,0.4860523754088818,0,1,1
86,5.291635930077498,64.04826165852714,87.48043881899095,75,0.21387821547053038,0,1,0
33,0.7942730457711642,128.40238364527016,588.2480528008821,4,0.7630704958430827,0,1,1
5,17.55711658474865,76.76886461349507,158.54270078733572,45,0.3820629085853783,1,0,1
37,7.285664893838225,84.74552972088505,86.27696749731976,84,0.2267124848428268,0,1,0
44,23.463021036431048,167.373114516288,158.60622132816232,37,0.24213003026528784,0,0,0
93,3.7621202505349522,66.77108003080225,247.9543759890508,87,0.4461435810575649,1,0,1
64,11.719790071481146,66.08132445728066,235.19924893772426,29,0.3365989135969408,0,0,1
60,4.019208275173181,37.084433675741394,66.28894832552407,56,0.37883174562943,1,1,1
31,11.600294225189373,124.44914085298774,702.7363714324366,13,0.6555295857447687,0,0,0
74,17.147277663190103,106.09778002974183,305.6581051612921,15,0.42096840002607827,1,0,0
20,15.211005238049797,46.01604098255947,621.000891007736,57,0.6384068288977833,0,1,0
20,13.928798602475673,9.115987765164455,261.13514982628527,76,0.3209608820195977,0,1,0
78,5.275523226017959,91.28255036533413,653.7837858324981,5,0.6929998272101703,0,0,1
11,2.4853036884113697,17.77282419769782,228.87013732589378,56,0.3984518391471299,1,1,0
60,20.62536593411816,75.79787322471138,356.29475966610795,68,0.4430408426476844,1,0,0
40,3.802806462298861,139.07821572105675,524.3139372932028,47,0.5184310402860284,0,0,0
47,19.587407046758322,0.02111286482504493,99.78188404884561,11,0.08449881171443216,0,0,0
70,27.0,171.0,723.0,20,0.9048882681564245,0,1,1
55,12.295434040413486,39.711197159703346,631.0254720787976,25,0.6419895968694717,1,0,0
64,19.291608509126057,31.80893408445086,246.52674016085325,46,0.32472363406793225,1,0,0
6,18.44906521912308,116.28010343418532,134.4264856243914,47,0.38831269435625576,1,1,0
33,4.347568936429019,95.53007788035656,457.9160156406104,27,0.5360413340462372,0,1,0
16,21.261853549135665,9.101981106690364,76.18309267892882,26,0.3714640756423135,1,1,1
67,11.884863387896688,2.741546925784462,640.5300327524216,87,0.6255704959025138,0,0,1
44,19.962092321656193,6.303706399225938,592.0760558506896,80,0.5897323179749547,0,1,0
10,12.661042557199575,22.661198398745178,67.42069888868951,77,0.27176129688476247,1,1,0
0,22.836482810683158,163.26803115887373,645.3973416186975,46,0.8359466296270405,1,0,1
75,6.014987093371455,78.23906351941922,600.4437020773727,67,0.7411622034661403,0,1,1
22,7.1900742851349335,33.52902129525179,492.10638665583735,43,0.5239494098979819,0,0,1
93,0.9430289248348327,101.12841921859804,128.01696499593368,52,0.37036291237086283,1,0,1
2,22.336699983608383,120.34935338482238,311.5925983478875,65,0.5359376102615536,1,1,0
65,11.093017725415743,58.945091444422886,582.3945546840583,3,0.5147095693310939,0,0,0
85,1.9065353176010449,93.55526946485222,136.96403243057694,72,0.47287324085915416,1,1,1
26,22.89960730302072,66.70360005803533,202.6826314402819,38,0.31233450077178776,0,0,1
68,7.3472591073738815,28.25865966426888,418.02169275769563,14,0.36018232148208784,0,0,0
2,17.653793230274303,71.78030038262419,254.17700030966054,31,0.3567416195103239,0,0,1
62,16.479734228767782,89.20452455669023,635.2400366566668,63,0.6783632707209505,1,0,0
70,7.085619624062932,44.849963485941096,527.4461253446449,85,0.5601027165278716,0,0,1
59,17.459629263246924,77.85239128519808,560.7146745874898,44,0.6104073084588084,0,0,1
49,18.702058109279406,23.211141905479487,308.1344302424251,33,0.3692162811592937,0,0,1
19,19.24818699087451,156.82933434313395,254.58131376680305,31,0.31276314367742036,0,0,0
88,21.684604887969826,130.69866616820835,576.929106338382,49,0.6587493856789802,1,0,0
37,19.227797595227205,143.25658607630513,480.0316504213619,15,0.587590473883864,1,0,0
13,5.3645298027371595,140.81763896537302,506.3212795281587,17,0.6051603906688816,0,0,1
77,1.8076658519098912,6.842295992464249,4.98398209175507,36,0.20881464902150362,1,0,1
58,20.213369168841293,21.599121702510704,473.4962379871489,77,0.5031340158613221,1,0,0
62,0.12167108809013172,15.363859516258273,271.09754824470787,69,0.43089976612282677,0,1,1
18,8.20918173744332,53.54070623979811,120.16359748504968,20,0.3341324478317781,1,1,0
92,9.908768698686853,49.46026203259843,199.82266929124967,76,0.49664902567498376,1,1,1
0,17.828711785059735,75.76309056547377,178.33038687531916,78,0.297572883123018,0,0,1
100,5.872094902709665,73.37712870229326,61.94018428627571,81,0.299245128445131,1,0,1
4,8.106797326413496,82.3522499942994,646.6048422217679,6,0.6817919008120846,1,0,0
67,14.493224156659029,111.33562766748643,231.7522877473623,38,0.4637379007202959,1,0,1
56,3.862944729725256,5.542583184179015,608.1802165615579,7,0.5997332523724305,0,0,1
42,19.764437078217185,100.2568931076968,424.88334654476364,89,0.7147220948703389,1,1,1
63,5.217270515300019,113.66775947401914,206.60559940148545,19,0.3432591745328591,0,1,0
46,18.26564195394778,40.69177810385542,381.29577643564454,76,0.5401438886367119,0,1,1
89,11.220277245292515,89.54240681378356,196.0426575848305,73,0.21990741031126754,0,0,0
10,8.838751111098855,23.361795714602138,719.5374649031087,78,0.8028820486358322,1,0,1
23,8.32654026241336,57.714099309752385,202.07457657331054,57,0.30360546421265894,0,0,1
69,23.695630339901452,80.12609661870015,269.6326204057594,62,0.4757574914316688,1,0,1
85,4.784611668372164,72.71249508156566,44.353778430461446,60,0.28430689918595425,1,1,0
76,13.607342071240378,13.066662742423155,364.3333671701336,37,0.5075601909274023,1,0,1
42,2.3737125479737777,59.86611893154587,383.40368626204406,67,0.45176900226002437,0,1,0
66,4.396417359476009,128.0349580775752,678.0712411355357,76,0.8365979326683469,1,0,1
52,16.282538914507747,80.4055342107596,106.2846760285826,60,0.24165028843815675,1,0,0
94,19.861596978945222,128.42420992968349,43.36831369710703,64,0.22227188166393158,0,1,0
9,28.0,172.0,724.0,38,0.9065176908752328,0,1,1
6,14.579830162519595,75.95774316087314,6.364588598183198,39,0.25706788222948085,1,0,1
89,0.5710939390431413,131.6339073140943,97.99594657752382,73,0.36572637785338163,0,1,1
24,1.4929089466332517,128.8324219593767,295.00742802974395,44,0.5245581508037713,0,1,1
3,17.638983991506485,127.87264493920637,78.71983873014202,52,0.2503515200603653,0,0,1
35,19.385491523046262,159.12811106357233,83.58990715610636,45,0.47497514666911245,1,1,1
58,18.559286960128695,162.01453869393578,127.4670092498244,76,0.2124689808169217,0,0,0
46,7.289637112699217,41.111981797976824,512.7732587471897,31,0.6457455075950624,0,1,1
100,11.25790869319112,42.62626762943499,435.5708341583844,57,0.584481379190409,0,1,1
29,16.320720217566095,123.62227474586557,564.0317901435147,63,0.6427556189345953,0,0,1
28,19.764946782836407,153.01672196865175,486.4927278339872,25,0.6993032662195451,0,1,1
47,8.184493033907621,160.05021093735095,518.2762734884516,30,0.6278949471503488,1,0,0
86,22.87473231610902,40.238899038536765,19.63185952355208,23,0.24594803032160417,0,1,1
24,22.471390783550042,45.83362918057088,550.6635301091267,85,0.6821663153249597,0,1,1
80,7.560274898369752,5.460360698478161,49.382643425591056,81,0.24502338323421005,1,0,1
44,19.802382443246437,104.79186771764772,14.359451152836753,81,0.08322555315517104,0,0,0
60,3.508083647295333,58.3421326324904,255.53795167965353,53,0.3467868856617475,0,0,1
24,18.42691127983225,159.6420939004669,220.5203257539155,41,0.38671271903070165,0,0,1
0,19.51568906385805,102.40287817797895,719.4547044127075,56,0.756070881444953,1,0,0
19,12.832058152361997,108.26825186033054,330.9223612152062,37,0.34226299119385495,0,0,0
8,9.734346293407988,100.77505129042781,361.92782599303825,45,0.5621349108459538,1,0,1
47,2.797061499033047,66.31867871805106,661.057025237278,75,0.8822508919437475,1,1,1
11,16.068477996560752,74.73024870483226,326.28830099497344,62,0.5171558855804306,1,0,1
37,1.7650248545897051,27.18315260077057,507.6720742537282,68,0.5316109414730956,0,1,0
34,7.450863310484061,82.45596395655187,433.22764387159526,27,0.40791179165415914,0,0,0
93,11.845451300132602,58.640263193497375,152.49009091410963,53,0.2643854448443364,1,0,0
83,22.084014206287744,129.11472544158244,470.96764053552465,55,0.5714540928899368,0,0,1
51,8.588793630613477,19.324981694519522,215.23817389416195,57,0.4893518884812968,1,1,1
5,22.4733598996231,45.093178578574026,508.3343118077522,37,0.6471979383791611,0,1,1
62,19.48889262727726,153.07368639307768,142.02873866012777,19,0.31865668809361236,0,0,1
57,4.428393661731543,71.28697730372858,423.742735124508,49,0.5924122404444669,0,1,1
84,9.827262701899127,44.98490731087496,692.9553785557792,63,0.8954796669709048,1,1,1
49,7.2763720832296865,135.48097583824634,160.94699403561881,84,0.4206132848999108,1,1,0
18,5.433693734886315,55.578385014956204,421.3328278510455,66,0.5803742926291799,1,0,1
82,17.585950151925744,106.70048929427625,569.78675361095,18,0.7366213158213796,1,1,0
76,8.67542630203475,150.71331742489616,87.43005525259773,83,0.27087413421443796,1,0,0
36,19.909832928443755,86.45882251007926,694.1735287588895,28,0.7251464005433533,1,0,0
2,16.24627128656388,105.71781137839697,545.124867976649,6,0.7156702280443151,0,1,1
9,4.510462690376396,76.60057590278309,341.6474299621523,40,0.529004874599299,1,1,0
83,5.101233358138337,85.05084883828074,631.2344039352728,14,0.7705385600259166,0,1,1
79,2.7877832748530187,157.76909432664843,71.10784637334594,59,0.2612156365720958,1,0,0
31,9.899532687267286,67.46379938831566,156.32525878480396,44,0.3729438354085626,1,1,0
14,16.104602191502224,82.32678557957048,547.4352660173815,85,0.6022839041475055,1,0,0
55,3.807784435364516,77.64632151184118,104.63556401980378,60,0.3364757037726312,0,1,1
100,10.729144431981839,112.30714056180715,636.5138700737812,8,0.793521634062775,0,1,1
71,4.691527428392666,62.670536598919945,420.534901008286,71,0.6842257274687736,1,1,1
83,23.22168537403092,107.62693339500652,632.242705079316,35,0.5890270160720311,0,0,0
84,20.96210335380981,62.22230690369618,193.37162999673652,6,0.40151225248291295,1,0,1
86,21.834330634971757,77.8952814078361,174.24565569772375,67,0.3962873869479643,1,0,1
55,11.547241395023182,157.73031147473677,303.7122028756338,50,0.3521230566039333,0,0,0
24,29.0,173.0,725.0,69,0.7081471135940409,0,0,0
49,23.819908727785425,46.521750841673615,663.3812970182427,60,0.6746669874371474,1,0,0
51,0.28756670234435155,62.98988556432306,667.3237399039663,36,0.684777948309038,1,0,0
84,6.542991567628255,20.88019115236577,447.9266319679832,33,0.37960610828954955,0,0,0
82,17.099655529445172,100.53637527855724,338.3325911827287,21,0.44395616359174167,0,0,1
32,21.629899720788774,84.2875631342901,694.4887535154435,63,0.7242683295820802,0,1,0
89,14.604791464438375,24.158471530972886,715.0210905986627,28,0.7006612875714968,0,0,1
90,15.71698222556747,68.87878773321752,477.6209182517953,64,0.5365772130102863,1,0,0
52,19.338641244841686,111.54491527644394,502.15170566113994,10,0.784961308533385,1,1,1
87,2.029739425924662,95.08929982208451,250.3056529901361,5,0.46623385534577755,0,1,1
88,20.65536103317889,94.92471118137503,416.5811782194065,36,0.6046280418526532,1,1,0
68,17.275768631195284,46.81525941673161,27.359746889549747,3,0.25561798848280015,0,1,1
82,16.190873911656073,157.87036294055613,449.10622438980226,82,0.6714251427690933,1,0,1
96,3.265373937932476,167.01915376258302,446.54268635452206,18,0.6731933879265857,1,0,1
90,1.340318793368465,55.36692167448752,646.8711374150071,40,0.6633181063306444,0,1,0
23,17.920423505117633,124.18935937818983,528.2563127700931,42,0.7142391986517318,1,1,0
74,2.59251401559278,4.998005913133011,440.21653350796885,10,0.46232938632345866,0,0,1
17,0.883355013818929,138.52606697043987,20.593126116815128,36,0.30720839791335147,1,1,0
91,21.881616646451207,127.38603984783914,581.893701756434,42,0.6606671320702941,0,1,0
20,14.895954972152555,1.1418802181373815,398.68833146681675,21,0.5279873354807145,1,0,1
3,16.848931569310665,90.56482549193123,623.8813842503184,90,0.6700560075307354,0,0,1
0,12.72933181318215,26.78947627352253,692.2046012214662,25,0.8834816503980963,1,1,1
57,21.011573688729417,54.9117280650106,279.61245580033284,49,0.3670168844192982,0,0,1
50,5.072182097132835,101.54367122471312,526.8234039916547,46,0.6962185104441297,1,1,0
29,14.639752424626536,0.0040974859367413075,526.1261357305447,85,0.5310290443935679,1,0,0
32,7.0069042824963965,73.2170405649882,218.593967196443,40,0.22695331279498715,0,0,0
16,8.648743778214559,105.8433138355225,84.8625866481176,56,0.3395331593697916,1,1,0
66,23.19360491544021,150.17761338366816,631.9123272866753,9,0.7164864959074587,1,0,0
76,21.321905204724573,100.15203128007741,308.48388151754574,14,0.5200755601813161,0,1,1
61,9.075588357100258,57.65093767155926,7.399425694562272,44,0.14508229219304097,0,0,1
23,19.63159225450633,161.38736567813703,403.79418851206424,37,0.6373618245505501,0,1,1
8,13.38574018258733,4.971558802719484,267.80986036910605,53,0.4236091466637097,1,0,1
68,6.448633643306197,92.02759941135766,28.400844508510126,5,0.08416999014941834,0,0,0
73,18.60652099408883,143.40656270773172,159.03990589884324,16,0.32607137125778923,0,0,1
56,7.651750044676936,25.279770204058195,425.73076049907917,59,0.5645710529211858,1,1,0
13,21.278661055852474,86.13874762736323,143.5184548136765,16,0.47653588173733274,1,1,1
99,10.687282832793851,18.60828794287939,694.5007304175581,26,0.7796873511835362,1,0,1
20,19.992011055194677,98.99577337378621,308.5430179176588,30,0.5191534301436321,1,0,1
10,3.1446636527050895,147.7562855907883,381.87791051040347,67,0.6079356496735365,1,1,0
80,0.4962599135232253,150.51867359873373,672.2841654376165,74,0.8459018265939428,0,1,1
62,11.84489765503032,139.68607421026854,134.11303183903047,43,0.5022365101452234,1,1,1
3,3.0321290364578806,121.62149088744492,400.41633694221696,50,0.5059869283305692,0,1,0
34,1.7724795104178463,133.50646819496518,167.21677351311686,75,0.423537605656216,1,1,0
39,19.81298952389684,151.96489458389618,218.59167283740666,80,0.38036351313607086,0,1,0
53,3.7501202603057644,20.029405731202026,584.9968823321443,76,0.6902692058640794,1,0,1
78,7.894043887614531,135.2019725534479,342.40702188450047,74,0.46836962999691245,0,0,1
87,7.115410070700147,31.62317780122476,61.079230702483656,46,0.07153235389935106,0,0,0
89,4.806422779667564,16.729676998574092,134.8620056273894,48,0.32156066369591196,1,1,0
46,5.954129162560852,18.25999393078868,53.08503282217942,83,0.15612045816983913,0,0,1
6,0.11419716166412375,76.55256478758484,125.22330315980564,8,0.3519340503905312,1,0,1
24,30.0,174.0,726.0,37,0.8097765363128492,1,0,0
7,0.8228816148619966,0.592043563100427,494.15261960193226,37,0.5031117103616964,1,0,0
6,1.2189504070843462,22.306806130822945,124.99178512233496,68,0.21656973239744776,1,0,0
17,11.58839129808489,99.88452865294207,19.702189147943283,37,0.1830414842073321,0,1,0
54,18.55217307753365,15.549123843163816,207.94803147441766,18,0.38257499489655356,1,1,0
31,11.021205506614043,132.491805956458,42.538166204412335,74,0.32280621095161904,0,1,1
75,16.41732978531867,167.48671002258993,146.51860714129307,45,0.3312081107792134,1,0,0
23,10.29092733367684,154.31903994576408,429.7899940582181,52,0.5524119972498782,0,1,0
32,18.252147546975962,88.99778939763833,201.2965905305429,82,0.3249786732898442,0,1,0
76,9.523309050116783,9.383905144706485,226.37190967162692,78,0.3920956551654921,1,1,0
35,1.2077618249509463,83.54509007815128,620.0561943319983,43,0.6598157275740882,1,0,0
68,15.224977859018736,140.69496101319712,56.968449227362015,76,0.34059426155354566,1,1,0
34,11.687744559602532,71.19578947787667,654.1566068303234,67,0.7812564608091034,1,1,0
22,16.85528570688645,129.50788578997444,105.54393284824113,87,0.3731435161023261,0,1,1
84,14.53144079394038,23.54680466939043,481.6075296328958,76,0.41008599053658906,0,0,0
18,10.067448697242973,59.568285779004164,273.3967770479196,7,0.46320464011568907,1,0,1
8,1.0395186881571892,118.76093877027616,690.0497680324718,52,0.8397654748026383,1,1,0
36,4.273683349391939,50.62781873164498,239.75942011550316,72,0.3290287339845068,0,0,1
66,0.4942311465219378,99.5062962296958,343.2221144917886,57,0.5445626145174519,0,1,1
93,19.863928752981934,29.82805820405591,27.13810376031571,51,0.2447874013639546,1,0,1
57,21.718447387863037,86.89546100724232,51.87677398155145,37,0.10243922554171618,0,0,0
1,20.684854896453793,95.36216489821416,704.2621429392191,13,0.83929491630116,1,1,0
63,10.625598139677338,8.131532239940018,690.8999281936752,75,0.5699152601600255,0,0,0
87,0.8046626553880305,63.633263636786744,485.9934691915195,39,0.7375497076843791,1,1,1
31,16.26901971835364,104.7780091601576,221.1624965765521,51,0.4511255766920906,1,0,1
